markdown_file,line_number,section_context_snippet,chosen_image_rel_url,similarity_score
cpu/monitor_depot_cpu_memory.md,98,1. Open the Operations app. ![image.png](attachment:7218df0d-7a5e-48c9-aec8-c03b8c48b0f4:image.png) 2. Navigate to User ...,/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.8192
cpu/monitor_depot_cpu_memory.md,102,"2. Navigate to User Space → Resources → types, select the Depot as type, and search for the Depot that needs to be monit...",/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.8318
cpu/monitor_depot_cpu_memory.md,127,"- **Limit**: The pod was allowed to consume up to 1000 millicores (1 core), which it never approached. **Memory Metrics ...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7354
cpu/monitor_depot_cpu_memory.md,138,This graph represents CPU usage over time for the pod `thirdparty-ss-0`. - **Blue Line (Usage):** CPU usage consistently...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7922
cpu/monitor_depot_cpu_memory.md,192,SLF4J: Class path contains multiple SLF4J bindings. SLF4J: Found binding in [jar:file:/opt/apache-hive-metastore-3.1.3-b...,,0.3634
cpu/monitor_depot_cpu_memory.md,196,SLF4J: Actual binding is of type [org.apache.logging.slf4j.Log4jLoggerFactory] ``` 2. Open the Grafana app. ![image.png]...,,0.5705
cpu/monitor_depot_cpu_memory.md,200,2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Navigate to the Expl...,/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.6457
cpu/monitor_depot_cpu_memory.md,212,This graph visualizes the cumulative CPU usage (in seconds) for multiple containers within a single pod linked to the **...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7423
cpu/monitor_depot_cpu_memory.md,216,"- **Blue Line:** This line reflects minimal usage (~0.025 seconds), indicating either another init container that comple...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8037
cpu/monitor_depot_cpu_memory.md,228,This graph shows the memory usage (in bytes) for different containers inside a single pod associated with the `thirdpart...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6939
cpu/monitor_worker_cpu_memory.md,9,"# Monitor the CPU and Memory Usage of a Worker When a Worker Resource is created, a corresponding pod is automatically p...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6139
cpu/monitor_worker_cpu_memory.md,13,"When a Worker Resource is created, a corresponding pod is automatically provisioned in the backend. You can monitor the ...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7046
cpu/monitor_worker_cpu_memory.md,17,1. Open the Metis Catalog. Pod Containers CPU Utilization (Maximum100%Associable Nodes) © 12:05 12:10 12:15 12:20 12:25 ...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8383
cpu/monitor_worker_cpu_memory.md,21,2. Search for the Worker by name. Pod Containers CPU Utilization (Maximum100%Associable Nodes) © 12:05 12:10 12:15 12:20...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8494
cpu/monitor_worker_cpu_memory.md,36,"- Request (green line) is fixed at approximately 250 millicores, indicating the CPU guaranteed for the pod at scheduling...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6664
cpu/monitor_worker_cpu_memory.md,51,"- Request (green line) is not visible in the graph, which indicates that memory was not explicitly requested or the requ...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6510
cpu/monitor_worker_cpu_memory.md,78,"> ## **Monitor the CPU and memory usage of a Worker using the Operations App** When a Worker Resource is created, a corr...",/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.6686
cpu/monitor_worker_cpu_memory.md,82,"When a Worker Resource is created, a corresponding pod is automatically provisioned in the backend. You can monitor the ...",/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.7799
cpu/monitor_worker_cpu_memory.md,86,1. Open the Operations app. v Pod Resource Overview - SelectedPod: [All] Top 10 CPU Consuming Pods @ Poros-coltation-wor...,/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.8664
cpu/monitor_worker_cpu_memory.md,90,"2. Navigate to User Space → Resources → types, select the Worker as type, and search for the Worker by its name that nee...",/products/data_product/observability/dashboards/entities/entities_resource_overview_selectedpod_consuming_pods.png,0.8244
cpu/monitor_worker_cpu_memory.md,106,- **Mean / Median / Min / Max**: Statistical summaries of the metric over the evaluated time slices. - **Sum**: Total va...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7584
cpu/monitor_worker_cpu_memory.md,182,"""catalog"": ""icebase"", ""cluster"": ""system"", ""host"": ""tcp.pro-alien.dataos.app"", ""port"": ""7432"" } } ``` 2. Open the Grafan...",,0.5636
cpu/monitor_worker_cpu_memory.md,186,} } ``` 2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Navigate to ...,/products/data_product/observability/dashboards/infra/infra_home_explore_thanos_search_ctik.png,0.6455
cpu/monitor_worker_cpu_memory.md,190,2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Navigate to the Expl...,/products/data_product/observability/dashboards/infra/infra_home_explore_thanos_search_ctik.png,0.7002
cpu/monitor_worker_cpu_memory.md,202,This graph displays cumulative CPU usage (`container_cpu_usage_seconds_total`) for each container inside a pod belonging...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7849
cpu/monitor_worker_cpu_memory.md,206,"- **Blue line:** A third container in the pod with usage of 0.025 seconds, reflecting very minimal CPU activity during t...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8203
cpu/monitor_worker_cpu_memory.md,216,Pod Containers CPU Utilization (Maximum100%Associable Nodes) © 12:05 12:10 12:15 12:20 12:25 Name v Mean Max = zookee......,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8465
cpu/monitor_lens_cpu_memory.md,6,"# Monitor the CPU and Memory Usage of a Lens A Lens is a non-runnable Resource in DataOS; however, during the creation o...",/products/data_product/observability/status/lens/lens_lenses_dataproductinsights_explore_assets_meta.png,0.6304
cpu/monitor_lens_cpu_memory.md,8,"# Monitor the CPU and Memory Usage of a Lens A Lens is a non-runnable Resource in DataOS; however, during the creation o...",/products/data_product/observability/status/lens/lens_lenses_dataproductinsights_explore_assets_meta.png,0.6632
cpu/monitor_workflow_cpu_memory.md,17,## **Monitor the CPU and memory usage of a Workflow using the Metis Catalog** This section explains how to monitor the o...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6031
cpu/monitor_workflow_cpu_memory.md,21,This section explains how to monitor the overall CPU and memory usage of a Workflow in DataOS using the Metis UI. Since ...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6179
cpu/monitor_workflow_cpu_memory.md,25,1. Open the Metis Catalog. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.dataos.ap...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.6281
cpu/monitor_workflow_cpu_memory.md,34,I~ Home > Dashboards > Infrastructure > Ks Cluster Infrastructure Q Search ctisk| +» | @ w Edit | | Export » ENV | ht......,,0.5865
cpu/monitor_workflow_cpu_memory.md,49,"- Request (green line) is around 2000 millicores, meaning the pod was scheduled with a guaranteed 2 cores. - Limit (yell...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6971
cpu/monitor_workflow_cpu_memory.md,66,"🗣 Memory usage is also significantly lower than the request and limit, pointing to memory overallocation. 5. Under the U...",/products/data_product/observability/cpu/depot/depot_aggregates_node_states_time_slices.png,0.6935
cpu/monitor_service_cpu_memory.md,11,"# Monitor the CPU and Memory Usage of a Service When a Service Resource is created, a corresponding pod is automatically...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6153
cpu/monitor_service_cpu_memory.md,15,## **Monitor the CPU and memory usage of a Service using Metis UI** To monitor the CPU and memory usage of a Service on ...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6182
cpu/monitor_service_cpu_memory.md,19,1. Open the Metis Catalog. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.dataos.ap...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.6963
cpu/monitor_service_cpu_memory.md,23,2. Search for the Service by name. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.d...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.7532
cpu/monitor_service_cpu_memory.md,38,"- Request (green line) is fixed at approximately 250 millicores, indicating the CPU guaranteed for the pod at scheduling...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6664
cpu/monitor_service_cpu_memory.md,53,"- Request (green line) is not visible in the graph, which indicates that memory was not explicitly requested or the requ...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6510
cpu/monitor_service_cpu_memory.md,80,"> ## **Monitor the CPU and memory usage of a Service using the Operations App** When a Service Resource is created, a co...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6466
cpu/monitor_service_cpu_memory.md,84,"When a Service Resource is created, a corresponding pod is automatically provisioned in the backend. You can monitor the...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7549
cpu/monitor_service_cpu_memory.md,88,1. Open the Operations app. Pod Containers CPU Utilization (Maximum100%Associable Nodes) © 12:05 12:10 12:15 12:20 12:25...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8667
cpu/monitor_service_cpu_memory.md,92,"2. Navigate to User Space → Resources → types, select the Service as type, and search for the Service that needs to be m...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.8251
cpu/monitor_service_cpu_memory.md,108,- **Mean / Median / Min / Max**: Statistical summaries of the metric over the evaluated time slices. - **Sum**: Total va...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7561
cpu/monitor_service_cpu_memory.md,177,2025-06-02 23:02:10 [INFO] main.py:148 [nilus_server.main] Initiating nilus server on path: /nilus/research:nilus-server...,,0.4084
cpu/monitor_service_cpu_memory.md,181,INFO: Application startup complete. INFO: Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit) ``` 2. Open the ...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6434
cpu/monitor_service_cpu_memory.md,185,2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Navigate to the Expl...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.6958
cpu/monitor_service_cpu_memory.md,197,This graph displays the cumulative CPU usage (in seconds) over time for containers within a single pod tied to the `nilu...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7251
cpu/monitor_service_cpu_memory.md,201,"- **Blue Line**: The blue line has a much lower value (~0.025), suggesting it represents another container within the po...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.7945
cpu/monitor_service_cpu_memory.md,213,This graph visualizes the working memory set (Resident Set Size memory) over time for all containers within a single pod...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6556
cpu/monitor_cluster_cpu_memory.md,11,"# Monitor the CPU and Memory Usage of a Cluster When a Cluster Resource is created, a corresponding pod is automatically...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6554
cpu/monitor_cluster_cpu_memory.md,15,## Monitor the CPU and memory usage of a Cluster using Metis UI To monitor the CPU and memory usage of a Cluster on the ...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6126
cpu/monitor_cluster_cpu_memory.md,19,1. Open the Metis Catalog. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.dataos.ap...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.6965
cpu/monitor_cluster_cpu_memory.md,23,2. Search for the Cluster by name. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.d...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.7668
cpu/monitor_cluster_cpu_memory.md,35,"**CPU usage:** - Usage (blue line) shows actual CPU consumed by the Cluster pod, increasing steadily and reaching just a...",/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7434
cpu/monitor_cluster_cpu_memory.md,47,"**Memory usage:** - Usage (blue line) shows actual memory consumed by the workflow pod, increasing over time and reachin...",/products/data_product/observability/cpu/workflow/workflow_aggregates_states_time_slices_type.png,0.6233
cpu/monitor_cluster_cpu_memory.md,74,"> ## Monitor the CPU and memory usage of a Cluster using the Operations App When a Cluster Resource is created, a corres...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6662
cpu/monitor_cluster_cpu_memory.md,78,"When a Cluster Resource is created, a corresponding pod is automatically provisioned in the backend. You can monitor the...",/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.7375
cpu/monitor_cluster_cpu_memory.md,82,1. Open the Operations app. I~ Home » Dashboards > Infrastructure > K8s Cluster Entities | ENV | https://pro- n.dataos.a...,/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.7345
cpu/monitor_cluster_cpu_memory.md,86,"2. Navigate to User Space → Resources → types, select the Cluster as type, and search for the Cluster that needs to be m...",/products/data_product/observability/dashboards/infra/infra_home_dashboards_infrastructure_cluster_infrastructure_dup.png,0.7312
cpu/monitor_cluster_cpu_memory.md,102,- **Mean / Median / Min / Max**: Statistical summaries of the metric over the evaluated time slices. - **Sum**: Total va...,/products/data_product/observability/dashboards/entities/entities_containers_utilization_maximum100associable_nodes_1205.png,0.7391
cpu/monitor_cluster_cpu_memory.md,129,"🗣 Memory usage is close to the limit but stays within bounds, suggesting the pod is memory-intensive. A configured memor...",/products/data_product/observability/cpu/workflow/workflow_aggregates_states_time_slices_type.png,0.6909
cpu/monitor_cluster_cpu_memory.md,170,"Groups: Task executor: pool=0, active=0, queue=0 Concurrency control: slots=4, available=3 Reservations: (pending) ``` 2...",,0.3914
cpu/monitor_cluster_cpu_memory.md,174,(pending) ``` 2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Naviga...,/products/data_product/observability/dashboards/infra/infra_home_explore_thanos_search_ctik.png,0.6538
cpu/monitor_cluster_cpu_memory.md,178,2. Open the Grafana app. ![image.png](attachment:c620a0a4-2311-4c84-9b78-8fd822d80410:image.png) 3. Navigate to the Expl...,/products/data_product/observability/dashboards/infra/infra_home_explore_thanos_search_ctik.png,0.7439
cpu/monitor_cluster_cpu_memory.md,187,o Home > Explore > thanos Q Search... ctik| tv | @ © Query history | e@ Share Q thanos »~ | Q Goqueryless split Add» ......,/products/data_product/observability/dashboards/infra/infra_home_explore_thanos_search_ctik.png,0.7485
cpu/monitor_cluster_cpu_memory.md,191,"- All lines represent actual CPU usage, not requests or limits. This is confirmed by the use of the `container_cpu_usage...",/products/data_product/observability/cpu/cluster/cluster_bgclusterss0_runtime_node_details_runtime.png,0.7652
cpu/monitor_cluster_cpu_memory.md,202,The graph represents memory usage over time for multiple containers inside a single pod. - **Blue Line**: Represents the...,/products/data_product/observability/dashboards/entities/entities_home_dashboards_infrastructure_cluster_entities_dup.png,0.6193
status/monitor_depot.md,33,"🗣 Only Depots created on Object Storage (S3, Azure, AWS, or GCS) will have a runtime available. ## Monitor the Status an...",,0.5383
status/monitor_depot.md,40,"- Simply navigate to `Resources → Depots` to check the status of any Depot within the environment. Additionally, users c...",,0.5484
status/monitor_depot.md,47,"- When a user clicks on a specific Depot, they can also track the aggregated status along with the runtime, which applie...",,0.5475
status/monitor_depot.md,63,"## Monitor the Status and Runtime of the Depot on Operations Using the Operations App, users can monitor the operational...",,0.5004
status/monitor_depot.md,71,Observability in DataOS 2. Navigate to the User Space tab and go to the Resources section. 3. Select Depot as the Resour...,,0.5421
status/monitor_depot.md,79,"Observability in DataOS 4. Search for or select the target Depot. 5. Monitor its status, including Cloud Kernel Resource...",/products/data_product/observability/cpu/depot/depot_dataos_operations_user_space_resources.png,0.6071
status/monitor_cluster.md,36,lakehouse | v1 | cluster | public | active | running:1 | iamgroot ``` ## Monitor the status and runtime of a Cluster usi...,/products/data_product/observability/status/cluster/cluster_dataos_metis_activity_products_assets.png,0.6114
status/monitor_cluster.md,43,1. Open the Metis Catalog. BS DataOS® metis Activity Products Assets Resources Ally lakehouse ul (K] ® Govern Settings O...,/products/data_product/observability/status/cluster/cluster_dataos_metis_activity_products_assets.png,0.6638
status/monitor_cluster.md,50,2. Search for the Cluster by name. BS DataOS® metis Activity Products Assets Resources Ally lakehouse ul (K] ® Govern Se...,/products/data_product/observability/status/cluster/cluster_dataos_metis_activity_products_assets.png,0.6692
status/monitor_cluster.md,62,## Monitor the status and runtime of a Cluster on Operations To monitor the status and runtime of a Cluster on the Opera...,,0.6000
status/monitor_cluster.md,69,"1. Open the Operations app. Observability in DataOS 2. Under the User space → type → Cluster, search for the Cluster tha...",/products/data_product/observability/cpu/cluster/cluster_dataos_operations_user_space_core.png,0.6128
status/monitor_cluster.md,76,"2. Under the User space → type → Cluster, search for the Cluster that needs to be monitored. né DataOS? operations User ...",/products/data_product/observability/cpu/cluster/cluster_dataos_operations_user_space_core.png,0.7476
status/monitor_lakehouse.md,34,"In the example above, the `STATUS` column indicates the current state of the Lakehouse `active` in this case, which conf...",,0.5345
status/monitor_lakehouse.md,40,1. Open the Metis Catalog. 2. Search for a Lakehouse by name.,/products/data_product/observability/status/lakehouse/lakehouse_lakehouses_public_lakehouse_owner_dataosazure.png,0.6626
status/monitor_lakehouse.md,46,2. Search for a Lakehouse by name. Lakehouses | public Q lakehouse 9 & Owner: ° - 9 dataos.Azure —_dataos.Iceberg = Defa...,/products/data_product/observability/status/lakehouse/lakehouse_lakehouses_public_lakehouse_owner_dataosazure.png,0.7424
status/monitor_lakehouse.md,59,The `active` state indicates that the Lakehouse is currently accessible and usable. This is the expected state for any L...,,0.5312
status/monitor_lakehouse.md,65,"1. Open the Operations app. 2. Under the User space → type → Lakehouse, search for the Lakehouse by name.",,0.5979
status/monitor_lakehouse.md,82,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_service.md,37,pals01 | v1 | service | public | active | running:1 | iamgroot ``` ## Monitor the status and runtime of a Service using ...,,0.5544
status/monitor_service.md,43,1. Open the Metis Catalog. 2. Search for the Service by name.,,0.5164
status/monitor_service.md,49,2. Search for the Service by name. 3. Click on the Service that needs to be monitored and check the status and runtime.,,0.4807
status/monitor_service.md,60,## Monitor the status and runtime of a Service on Operations To monitor the status and runtime of a Service on the Opera...,,0.4478
status/monitor_service.md,66,"1. Open the Operations app. 2. Under the User space → type → Service, search for the Service that needs to be monitored.",,0.4218
status/monitor_service.md,72,"2. Under the User space → type → Service, search for the Service that needs to be monitored. 3. On clicking the Service,...",,0.4505
status/monitor_instance_secret.md,35,"In the example above, the `STATUS` column indicates the current state of the Instance Secret `active` in this case, whic...",,0.5056
status/monitor_instance_secret.md,42,1. Open the Metis Catalog. Metis UI 2. Search for the Instance Secret by name.,,0.5321
status/monitor_instance_secret.md,49,2. Search for the Instance Secret by name. Metis UI 3. Click on the Instance Secret that needs to be monitored and check...,,0.5219
status/monitor_instance_secret.md,63,The `active` state indicates that the secret is currently accessible and usable by other DataOS Resources. This is the e...,,0.5412
status/monitor_instance_secret.md,70,"1. Open the Operations app. Operations UI 2. Under the User space → type → Instance Secret, search for the Instance Secr...",/products/data_product/observability/status/instance_secret/instance_secret_adataos_operations_userspace_core_kernel.png,0.6076
status/monitor_instance_secret.md,87,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_compute.md,34,"In the example above, the `STATUS` column indicates the current state of the Compute`active` in this case, which confirm...",,0.5092
status/monitor_compute.md,41,1. Open the Metis Catalog. Observability in DataOS 2. Search for a Compute by name.,,0.5129
status/monitor_compute.md,48,2. Search for a Compute by name. Observability in DataOS 3. Click on the Compute that needs to be monitored and check th...,,0.5113
status/monitor_compute.md,62,The `active` state indicates that the Compute is currently accessible and usable by other DataOS Resources. This is the ...,/products/data_product/observability/status/worker/worker_dataos_operations_userspace_core_kernel.png,0.6239
status/monitor_compute.md,69,1. Open the Operations app. DataOS® operations —_UserSpace _—Core Kernel User Space Resources Minerva Queries Name « — d...,/products/data_product/observability/status/worker/worker_dataos_operations_userspace_core_kernel.png,0.7403
status/monitor_compute.md,87,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_workflow.md,39,"The `active` state indicates that the Workflow is currently accessible and usable by other DataOS Resources, and a `succ...",,0.5877
status/monitor_workflow.md,45,1. Open the Metis Catalog. 2. Search for the Workflow by name.,,0.5405
status/monitor_workflow.md,51,2. Search for the Workflow by name. 3. Click on the Workflow that needs to be monitored and check the status and runtime...,,0.4745
status/monitor_workflow.md,62,## Monitor the status and runtime of a Workflow on Operations To monitor the status and runtime of a Workflow on the Ope...,,0.5033
status/monitor_workflow.md,68,"1. Open the Operations app. 2. Under the User space → type → Workflow, search for the Workflow that needs to be monitore...",,0.5070
status/monitor_workflow.md,74,"2. Under the User space → type → Workflow, search for the Workflow that needs to be monitored. 3. On clicking the Workfl...",,0.4581
status/monitor_secrets.md,34,"In the example above, the `STATUS` column indicates the current state of the Secret `active` in this case, which confirm...",,0.4528
status/monitor_secrets.md,40,1. Open the Metis Catalog. 2. Search for a Secret by name.,,0.4188
status/monitor_secrets.md,46,"2. Search for a Secret by name. 3. Click on the Secret that needs to be monitored and check the Status, which is represe...",,0.4700
status/monitor_secrets.md,59,The `active` state indicates that the Secret is currently accessible and usable by other DataOS Resources. This is the e...,,0.5322
status/monitor_secrets.md,65,"1. Open the Operations app. 2. Under the User space → type → Secret, search for the Secret.",,0.5207
status/monitor_secrets.md,82,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_volume.md,34,"In the example above, the `STATUS` column indicates the current state of the Volume `active` in this case, which confirm...",,0.4906
status/monitor_volume.md,40,"1. Open the Operations app. 2. Under the User space → type → Volume, search for the Volume by name.",,0.4233
status/monitor_volume.md,57,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_lens.md,40,"In the example above, the `STATUS` column indicates the current state of the Lens is `active` in this case, which confir...",,0.4696
status/monitor_lens.md,46,1. Open the Metis Catalog. 2. Search for a Lens by name.,,0.4575
status/monitor_lens.md,52,"2. Search for a Lens by name. 3. Click on the Lens that needs to be monitored and check the Status, which is represented...",,0.4491
status/monitor_lens.md,65,The `active` state indicates that the Lens is currently accessible and usable by other DataOS Resources. This is the exp...,,0.5522
status/monitor_lens.md,71,1. Open the Operations app. 2. Under the User space → type → Lens search for the Lens.,,0.4887
status/monitor_lens.md,88,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_bundle.md,33,"``` In the example above, the `STATUS` column indicates the current state of the Bundle `active` in this case, which con...",,0.4208
status/monitor_bundle.md,37,"## Monitor the Status of Bundle on Metis To monitor the status of Bundle on the Metis Catalog UI, follow the steps below...",,0.4689
status/monitor_bundle.md,41,1. Open the Metis Catalog. ![image.png](attachment:1763d314-f178-47da-89d9-9f60b4bd9189:image.png) 2. Search for a Bundl...,,0.4438
status/monitor_bundle.md,53,The `active` state indicates that the Bundle is currently accessible and usable by other DataOS Resources. This is the e...,,0.5291
status/monitor_bundle.md,60,"1. Open the Operations app. Metis UI 2. Under the User space → type → Bundle, search for the Bundle by name.",,0.4535
status/monitor_bundle.md,78,🗣 The Builder Stage reflects the internal progress of a DataOS Resource as it is being reconciled and provisioned by the...,,0.4973
status/monitor_worker.md,37,``` ## Monitor the status and runtime of a Worker using Metis To monitor the status and runtime of a Worker on the Metis...,,0.5175
status/monitor_worker.md,43,1. Open the Metis Catalog. 2. Search for the Worker by name.,,0.4532
status/monitor_worker.md,49,2. Search for the Worker by name. 3. Click on the Worker that needs to be monitored and check the status and runtime.,,0.4740
status/monitor_worker.md,60,## Monitor the status and runtime of a Worker on Operations To monitor the status and runtime of a Service on the Operat...,,0.5042
status/monitor_worker.md,66,"1. Open the Operations app. 2. Under the User space → type → Worker, search for the Worker that needs to be monitored.",,0.5296
status/monitor_worker.md,72,"2. Under the User space → type → Worker, search for the Worker that needs to be monitored. 3. On clicking the Service, i...",,0.4889
